"src","tgt"
"<en> I have children.","<fr> J'ai des enfants."
"<en> I have children.","<fr> Je dispose d'enfants."
"<en> I have dandruff.","<fr> J'ai des pellicules."
"<en> I have diabetes.","<fr> Je suis diabétique."
"<en> I have epilepsy.","<fr> Je souffre d'épilepsie."
"<en> I have epilepsy.","<fr> Je souffre d’épilepsie."
"<en> I have evidence.","<fr> Je dispose de preuves."
"<en> I have evidence.","<fr> J'ai des preuves."
"<en> I have finished.","<fr> J'ai terminé."
"<en> I have finished.","<fr> J'en ai terminé."
"<en> I have finished.","<fr> J'ai fini."
"<en> I have homework.","<fr> J'ai des devoirs."
"<en> I have immunity.","<fr> Je dispose de l'immunité."
"<en> I have leukemia.","<fr> Je suis atteint de leucémie."
"<en> I have leukemia.","<fr> J’ai une leucémie."
"<en> I have leukemia.","<fr> J’ai la leucémie."
"<en> I have leukemia.","<fr> Je souffre de leucémie."
"<en> I have no alibi.","<fr> Je n'ai pas d'alibi."
"<en> I have no fever.","<fr> Je n'ai pas de fièvre."
"<en> I have no horse.","<fr> Je ne dispose pas de cheval."
"<en> I have no proof.","<fr> Je n'ai pas de preuve."
"<en> I have returned.","<fr> Je suis revenu."
"<en> I have the keys.","<fr> J'ai les clés."
"<en> I have the list.","<fr> J'ai la liste."
"<en> I have to do it.","<fr> Je dois le faire."
"<en> I have to fight.","<fr> Il me faut me battre."
"<en> I have to fight.","<fr> Je dois me battre."
"<en> I have to hurry!","<fr> Je dois me dépêcher !"
"<en> I have to hurry!","<fr> Il faut que je me dépêche !"
"<en> I have to hurry!","<fr> Je suis pressé !"
"<en> I have to leave.","<fr> Je dois y aller."
"<en> I have to leave.","<fr> Je dois partir."
"<en> I have to leave.","<fr> Je dois m'en aller."
"<en> I have to leave.","<fr> Il faut que je parte."
"<en> I have to sleep.","<fr> Je dois dormir."
"<en> I have to sleep.","<fr> Il faut que je dorme."
"<en> I have to study.","<fr> Je dois étudier."
"<en> I have to think.","<fr> Il me faut réfléchir."
"<en> I have to think.","<fr> Je dois réfléchir."
"<en> I have two cars.","<fr> J'ai deux voitures."
"<en> I have two cats.","<fr> J'ai deux chats."
"<en> I have two jobs.","<fr> J'ai deux boulots."
"<en> I have two sons.","<fr> J'ai deux fils."
"<en> I have your key.","<fr> J'ai ta clé."
"<en> I haven't eaten.","<fr> Je n'ai pas mangé."
"<en> I haven't slept.","<fr> Je n'ai pas dormi."
"<en> I haven't tried.","<fr> Je n'ai pas essayé."
"<en> I hear laughing.","<fr> J'entends qu'on rit."
"<en> I hear laughing.","<fr> J'entends rire."
"<en> I hear laughing.","<fr> J'entends un rire."
"<en> I hear only you.","<fr> Je n'entends que toi."
"<en> I heard a crash.","<fr> J'ai entendu un choc."
"<en> I heard a noise.","<fr> J'ai entendu un bruit."
"<en> I heard a shout.","<fr> J'ai entendu un cri."
"<en> I heard a sound.","<fr> J'ai entendu un bruit."
"<en> I heard a thump.","<fr> J'ai entendu un bruit sourd."
"<en> I heard screams.","<fr> J'ai entendu des hurlements."
"<en> I heard yelling.","<fr> J'ai entendu hurler."
"<en> I hired a guide.","<fr> J'ai engagé un guide."
"<en> I hired a guide.","<fr> J'ai engagé une guide."
"<en> I hope Tom wins.","<fr> J'espère que Tom gagnera."
"<en> I hope it helps.","<fr> J'espère que c'est utile."
"<en> I hope it rains.","<fr> J'espère qu'il pleuvra."
"<en> I hurt my elbow.","<fr> Je me suis fait mal au coude."
"<en> I imagined that.","<fr> Je l'avais imaginé."
"<en> I jog every day.","<fr> Je cours tous les jours."
"<en> I jog every day.","<fr> Je fais du jogging tous les jours."
"<en> I just finished.","<fr> Je viens de terminer."
"<en> I just found it.","<fr> Je viens de le trouver."
"<en> I just got here.","<fr> Je viens d'arriver ici."
"<en> I just got that.","<fr> Je viens de recevoir ça."
"<en> I just miss him.","<fr> Il me manque, tout simplement."
"<en> I just moved in.","<fr> Je viens d'emménager."
"<en> I just panicked.","<fr> J'ai simplement paniqué."
"<en> I just showered.","<fr> Je viens de prendre une douche."
"<en> I just showered.","<fr> J'ai simplement pris une douche."
"<en> I just told Tom.","<fr> Je vient de le dire à Tom."
"<en> I knew Tom well.","<fr> J'ai bien connu Tom."
"<en> I knew all that.","<fr> Je savais tout ça."
"<en> I knew the risk.","<fr> Je connaissais le risque."
"<en> I knew too much.","<fr> J'en savais trop."
"<en> I knew we'd win.","<fr> Je savais que nous l'emporterions."
"<en> I knew we'd win.","<fr> Je savais que nous gagnerions."
"<en> I know I'm safe.","<fr> Je sais que je suis en sécurité."
"<en> I know Tom died.","<fr> Je sais que Tom est mort."
"<en> I know Tom lied.","<fr> Je sais que Tom a menti."
"<en> I know Tom well.","<fr> Je connais bien Tom."
"<en> I know all that.","<fr> Je sais tout ça."
"<en> I know all that.","<fr> Je sais tout cela."
"<en> I know all this.","<fr> Je sais tout ceci."
"<en> I know her well.","<fr> Je la connais bien."
"<en> I know it hurts.","<fr> Je sais que ça fait mal."
"<en> I know that man.","<fr> Je connais cet homme."
"<en> I know the area.","<fr> Je connais le coin."
"<en> I know the girl.","<fr> Je connais cette fille."
"<en> I know the song.","<fr> Je connais la chanson."
"<en> I know them all.","<fr> Je les connais tous."
"<en> I know you know.","<fr> Je sais que tu sais."
"<en> I know you know.","<fr> Je sais que vous savez."
"<en> I know you lied.","<fr> Je sais que tu as menti."
"<en> I know your son.","<fr> Je connais votre fils."
"<en> I know your son.","<fr> Je connais ton fils."
"<en> I laughed a lot.","<fr> J'ai beaucoup ri."
"<en> I lay on my bed.","<fr> Je me suis allongé sur mon lit."
"<en> I lay on my bed.","<fr> J'étais étendu sur mon lit."
"<en> I lay on my bed.","<fr> J'étais étendue sur mon lit."
"<en> I learned a lot.","<fr> J'ai beaucoup appris."
"<en> I left the room.","<fr> J'ai quitté la pièce."
"<en> I lent him a CD.","<fr> Je lui ai prêté un CD."
"<en> I lied about it.","<fr> J'ai menti à ce sujet."
"<en> I like baseball.","<fr> J'aime le baseball."
"<en> I like cartoons.","<fr> J'aime les dessins animés."
"<en> I like children.","<fr> J'apprécie les enfants."
"<en> I like eggplant.","<fr> J'aime l'aubergine."
"<en> I like football.","<fr> J'aime le football."
"<en> I like it a lot.","<fr> Ça me plaît beaucoup."
"<en> I like old cars.","<fr> J'aime les vieilles voitures."
"<en> I like red wine.","<fr> J'aime le vin rouge."
"<en> I like sleeping.","<fr> J'aime dormir."
"<en> I like swimming.","<fr> J'aime nager."
"<en> I like teaching.","<fr> J'aime enseigner."
"<en> I like that job.","<fr> J'apprécie ce boulot."
"<en> I like that one.","<fr> J'aime celui-là."
"<en> I like that one.","<fr> J'aime celle-là."
"<en> I like that tie.","<fr> Cette cravate me plaît."
"<en> I like the cold.","<fr> J'aime le froid."
"<en> I like the idea.","<fr> L'idée me plaît."
"<en> I like them all.","<fr> Je les aime tous."
"<en> I like this job.","<fr> J'aime ce boulot."
"<en> I like this one.","<fr> J‘aime celui-ci."
"<en> I like to dance.","<fr> J'aime danser."
"<en> I like to dream.","<fr> J'aime rêver."
"<en> I like to drink.","<fr> J'aime boire."
"<en> I like to laugh.","<fr> J'aime rire."
"<en> I like to party.","<fr> J'aime faire la fête."
"<en> I like westerns.","<fr> J'aime les westerns."
"<en> I like you, too.","<fr> Je vous apprécie également."
"<en> I like your car.","<fr> J'aime votre voiture."
"<en> I like your car.","<fr> J'aime votre auto."
"<en> I like your car.","<fr> J'aime ta voiture."
"<en> I like your dog.","<fr> J'aime ton chien."
"<en> I like your dog.","<fr> J'aime votre chien."
"<en> I like your hat.","<fr> J'aime ton chapeau."
"<en> I like your hat.","<fr> J'aime votre chapeau."
"<en> I like your tie.","<fr> J'aime votre cravate."
"<en> I like your tie.","<fr> Ta cravate me plaît."
"<en> I like your tie.","<fr> J'aime ta cravate."
"<en> I lit the match.","<fr> Je craquai l'allumette."
"<en> I lit the match.","<fr> J'enflammai l'allumette."
"<en> I lit the match.","<fr> J'ai craqué l'allumette."
"<en> I lit the match.","<fr> J'ai enflammé l'allumette."
"<en> I live downtown.","<fr> J'habite au centre-ville."
"<en> I live here now.","<fr> Je vis ici, désormais."
"<en> I live here now.","<fr> Je vis ici, à l'heure actuelle."
"<en> I live in Japan.","<fr> Je vis au Japon."
"<en> I live in Tokyo.","<fr> Je vis à Tokyo."
"<en> I looked around.","<fr> Je regardai autour de moi."
"<en> I looked around.","<fr> J'ai regardé autour de moi."
"<en> I lost interest.","<fr> Mon intérêt s'est dissipé."
"<en> I lost my phone.","<fr> J'ai perdu mon téléphone."
"<en> I lost my watch.","<fr> J’ai perdu ma montre."
"<en> I lost patience.","<fr> J'ai perdu patience."
"<en> I lost that bet.","<fr> J'ai perdu ce pari."
"<en> I lost the game.","<fr> J'ai perdu la partie."
"<en> I lost the game.","<fr> J'ai perdu le match."
"<en> I love barbecue.","<fr> J'adore les barbecues."
"<en> I love children.","<fr> J'adore les enfants."
"<en> I love comedies.","<fr> J'adore les comédies."
"<en> I love eggplant.","<fr> J'adore les aubergines."
"<en> I love everyone.","<fr> J'aime tout le monde."
"<en> I love my house.","<fr> J'adore ma maison."
"<en> I love only you.","<fr> Je n'aime que vous."
"<en> I love pancakes.","<fr> J'adore les crêpes."
"<en> I love swimming.","<fr> J'adore nager."
"<en> I love teaching.","<fr> J'adore enseigner."
"<en> I love the idea.","<fr> J'adore l'idée."
"<en> I love the rain.","<fr> J'aime la pluie."
"<en> I love this car.","<fr> J'adore cette voiture."
"<en> I love this job.","<fr> J'adore ce boulot."
"<en> I love this one.","<fr> J'adore celui-ci."
"<en> I love to party.","<fr> J'adore faire la fête."
"<en> I love to party.","<fr> J'adore faire la nouba."
"<en> I love to party.","<fr> J'adore faire la java."
"<en> I love to sleep.","<fr> J'aime dormir."
"<en> I love to sleep.","<fr> J'adore dormir."
"<en> I love to teach.","<fr> J'adore enseigner."
"<en> I love to write.","<fr> J'aime écrire."
"<en> I love weddings.","<fr> J'adore les mariages."
"<en> I love you both.","<fr> Je vous adore tous les deux."
"<en> I love you both.","<fr> Je vous aime tous les deux."
"<en> I love you both.","<fr> Je vous aime toutes les deux."
"<en> I love you guys.","<fr> Les mecs, je vous aime."
"<en> I love you guys.","<fr> Les mecs, je vous adore."
"<en> I love you, Tom.","<fr> Je t’adore, Tom."
"<en> I love you, too.","<fr> Je vous aime aussi."
"<en> I love your car.","<fr> J'aime votre voiture."
"<en> I love your car.","<fr> J'adore votre voiture."
"<en> I love your son.","<fr> J'adore ton fils."
"<en> I love your son.","<fr> J'adore votre fils."
"<en> I love your son.","<fr> Je suis amoureuse de ton fils."
"<en> I love your son.","<fr> Je suis amoureuse de votre fils."
"<en> I love your son.","<fr> J'aime ton fils."
"<en> I made brownies.","<fr> J'ai confectionné du moelleux au chocolat."
"<en> I made that one.","<fr> J'ai fait celle-là."
"<en> I made that one.","<fr> J'ai confectionné celle-là."
"<en> I made that one.","<fr> J'ai réalisé celle-là."
"<en> I made the deal.","<fr> J'ai conclu le contrat."
"<en> I made us lunch.","<fr> Je nous ai préparé un déjeuner."
"<en> I meant no harm.","<fr> Je n'avais pas de mauvaise intention."
"<en> I meant no harm.","<fr> Je ne pensais pas à mal."
"<en> I met Tom there.","<fr> J'ai rencontré Tom là-bas."
"<en> I might say yes.","<fr> Il se pourrait que je dise oui."
"<en> I misjudged Tom.","<fr> Je me suis trompé sur Tom."
"<en> I miss all this.","<fr> Tout ceci me manque."
"<en> I miss the army.","<fr> L'armée me manque."
"<en> I miss you, Tom.","<fr> Tu me manques, Tom."
"<en> I missed supper.","<fr> J'ai loupé le dîner."
"<en> I missed supper.","<fr> J'ai loupé le souper."
"<en> I misunderstood.","<fr> J'ai compris de travers."
"<en> I misunderstood.","<fr> J'ai mal compris."
"<en> I motivated you.","<fr> Je t'ai motivé."
"<en> I motivated you.","<fr> Je t'ai motivée."
"<en> I must be blind.","<fr> Je dois être aveugle."
"<en> I must be blind.","<fr> Il faut que je sois aveugle."
"<en> I must be blind.","<fr> Faut-il que sois aveugle !"
"<en> I must be going.","<fr> Je dois m'en aller."
"<en> I must be there.","<fr> Je dois y être."
"<en> I must continue.","<fr> Il me faut continuer."
"<en> I must continue.","<fr> Je dois continuer."
"<en> I must find Tom.","<fr> Je dois trouver Tom."
"<en> I must go alone.","<fr> Je dois y aller seul."
"<en> I must go alone.","<fr> Je dois y aller seule."
"<en> I must go alone.","<fr> Je dois m'y rendre seul."
"<en> I must go alone.","<fr> Je dois m'y rendre seule."
"<en> I must go alone.","<fr> Il me faut y aller seul."
"<en> I must go alone.","<fr> Il me faut y aller seule."
"<en> I must go alone.","<fr> Il faut que j'y aille seul."
"<en> I must go alone.","<fr> Il faut que j'y aille seule."
"<en> I must go alone.","<fr> Il faut que je m'y rende seul."
"<en> I must go alone.","<fr> Il faut que je m'y rende seule."
"<en> I must go alone.","<fr> Je dois partir seule."
"<en> I must help you.","<fr> Je dois vous aider."
"<en> I must help you.","<fr> Je dois t'aider."
"<en> I must stop you.","<fr> Je dois t'interrompre."
"<en> I must stop you.","<fr> Je dois vous interrompre."
"<en> I myself did it.","<fr> C'est moi-même qui l'ai fait."
"<en> I myself saw it.","<fr> Je l'ai vu moi-même."
"<en> I myself saw it.","<fr> Je l'ai vu par moi-même."
"<en> I need Internet.","<fr> J'ai besoin d'Internet."
"<en> I need a change.","<fr> J'ai besoin d'un changement."
"<en> I need a change.","<fr> Il me faut un changement."
"<en> I need a doctor.","<fr> J'ai besoin d'un médecin."
"<en> I need a doctor.","<fr> Il me faut un médecin."
"<en> I need a friend.","<fr> J'ai besoin d'un ami."
"<en> I need a hammer.","<fr> J'ai besoin d'un marteau."
"<en> I need a helmet.","<fr> Il me faut un casque."
"<en> I need a laptop.","<fr> J'ai besoin d'un ordinateur portable."
"<en> I need a lawyer.","<fr> J'ai besoin d'un avocat."
"<en> I need a minute.","<fr> Il me faut une minute."
"<en> I need a pencil.","<fr> J'ai besoin d'un crayon."
"<en> I need a shower.","<fr> J'ai besoin de prendre une douche."
"<en> I need a tissue.","<fr> J'ai besoin d'un mouchoir."
"<en> I need a tissue.","<fr> Il me faut un mouchoir."
"<en> I need a tissue.","<fr> J’ai besoin d'un mouchoir."
"<en> I need a weapon.","<fr> Il me faut une arme."
"<en> I need a weapon.","<fr> J'ai besoin d'une arme."
"<en> I need caffeine.","<fr> Il me faut de la caféine."
"<en> I need evidence.","<fr> J'ai besoin de preuves."
"<en> I need evidence.","<fr> Il me faut des preuves."
"<en> I need guidance.","<fr> J'ai besoin de conseils."
"<en> I need help now.","<fr> C'est maintenant que j'ai besoin d'aide."
"<en> I need his help.","<fr> J'ai besoin de son aide."
"<en> I need his name.","<fr> J'ai besoin de son nom."
"<en> I need it today.","<fr> Il me le faut aujourd'hui."
"<en> I need it today.","<fr> J'en ai besoin aujourd'hui."
"<en> I need my sword.","<fr> J'ai besoin de mon épée."
"<en> I need the keys.","<fr> Il me faut les clefs."
"<en> I need the keys.","<fr> J'ai besoin des clés."
"<en> I need the tape.","<fr> J'ai besoin du Scotch."
"<en> I need this job.","<fr> J'ai besoin de ce travail."
"<en> I need this one.","<fr> Il me faut celui-ci."
"<en> I need this one.","<fr> Il me faut celle-ci."
"<en> I need to focus.","<fr> J'ai besoin de me concentrer."
"<en> I need to go in.","<fr> Je dois entrer."
"<en> I need to leave.","<fr> Je dois partir."
"<en> I need to shave.","<fr> J'ai besoin de me raser."
"<en> I need to sleep.","<fr> J'ai besoin de dormir."
"<en> I need to study.","<fr> J'ai besoin d'étudier."
"<en> I need you here.","<fr> J'ai besoin de toi ici."
"<en> I need you here.","<fr> J'ai besoin de vous ici."
"<en> I need your car.","<fr> J'ai besoin de ta voiture."
"<en> I needed to eat.","<fr> Il fallait que je mange."
"<en> I never noticed.","<fr> Je n'ai jamais remarqué."
"<en> I never said no.","<fr> Je n'ai jamais dit non."
"<en> I never saw you.","<fr> Je ne t'ai jamais vu."
"<en> I never saw you.","<fr> Je ne t'ai jamais vue."
"<en> I never saw you.","<fr> Je ne vous ai jamais vu."
"<en> I never saw you.","<fr> Je ne vous ai jamais vue."
"<en> I never saw you.","<fr> Je ne vous ai jamais vus."
"<en> I never saw you.","<fr> Je ne vous ai jamais vues."
"<en> I never was shy.","<fr> Je n'ai jamais été timide."
"<en> I often do that.","<fr> Je le fais beaucoup."
"<en> I often do this.","<fr> Je fais souvent ça."
"<en> I often do this.","<fr> Je fais souvent ceci."
"<en> I often see him.","<fr> Je le rencontre souvent."
"<en> I only need one.","<fr> Je n'en ai besoin que d'un."
"<en> I ordered pizza.","<fr> J'ai commandé de la pizza."
"<en> I outwitted him.","<fr> J'ai été plus malin que lui."
"<en> I outwitted him.","<fr> J'ai été plus maline que lui."
"<en> I owe Tom money.","<fr> Je dois de l'argent à Tom."
"<en> I owe you a lot.","<fr> Je vous dois beaucoup."
"<en> I owe you a lot.","<fr> Je te dois beaucoup."
"<en> I own this land.","<fr> Ce terrain m'appartient."
"<en> I paid for them.","<fr> J'ai payé pour eux."
"<en> I paid for them.","<fr> J'ai payé pour elles."
"<en> I paid my bills.","<fr> J'ai réglé mes factures."
"<en> I paid my taxes.","<fr> J'ai payé mes impôts."
"<en> I paid the bill.","<fr> Je réglais l'addition."
"<en> I paid the bill.","<fr> J'ai payé l'addition."
"<en> I play baseball.","<fr> Je joue au baseball."
"<en> I played tennis.","<fr> Je jouais au tennis."
"<en> I prefer biking.","<fr> Je préfère y aller à bicyclette."
"<en> I prefer biking.","<fr> Je préfère faire du vélo."
"<en> I prefer biking.","<fr> Je préfère le vélo."
"<en> I prefer coffee.","<fr> Je préfère le café."
"<en> I put my hat on.","<fr> J'ai mis mon chapeau."
"<en> I raise orchids.","<fr> Je cultive des orchidées."
"<en> I ran for mayor.","<fr> Je me suis présenté comme maire."
"<en> I ran for mayor.","<fr> Je me suis présenté comme mayeur."
"<en> I ran for mayor.","<fr> Je me suis présenté comme maïeur."
"<en> I ran for mayor.","<fr> Je me suis présenté comme bourgmestre."
"<en> I rang the bell.","<fr> Je fis sonner la cloche."
"<en> I rang the bell.","<fr> Je fis résonner la cloche."
"<en> I rang the bell.","<fr> J'ai fait sonner la cloche."
"<en> I rang the bell.","<fr> J'ai fait résonner la cloche."
"<en> I rang the bell.","<fr> J'ai fait retentir la cloche."
"<en> I rang the bell.","<fr> Je fis retentir la cloche."
"<en> I read his book.","<fr> Je lis son livre."
"<en> I read it again.","<fr> Je l'ai relu."
"<en> I read my notes.","<fr> J'ai lu mes notes."
"<en> I read the book.","<fr> J'ai lu le livre."
"<en> I read the book.","<fr> Je lis le livre."
"<en> I refuse to pay.","<fr> Je refuse de payer."
"<en> I relied on Tom.","<fr> Je me suis reposé sur Tom."
"<en> I remember that.","<fr> Je me souviens de ça."
"<en> I remember that.","<fr> Je me souviens de cela."
"<en> I remember them.","<fr> Je me souviens d'eux."
"<en> I remember them.","<fr> Je me souviens d'elles."
"<en> I remember this.","<fr> Je m'en souviens."
"<en> I remembered it.","<fr> Je m'en souvenais."
"<en> I remembered it.","<fr> Je m'en souvins."
"<en> I respected Tom.","<fr> Je respectais Tom."
"<en> I run every day.","<fr> Je cours tous les jours."
"<en> I said I'm fine.","<fr> J'ai dit que j'allais bien."
"<en> I said sit down.","<fr> J’ai dit de vous asseoir."
"<en> I said sit down.","<fr> J’ai dit de s’asseoir."
"<en> I saw Tom naked.","<fr> J'ai vu Tom nu."
"<en> I saw Tom there.","<fr> J'ai vu Tom là-bas."
"<en> I saw her again.","<fr> Je l'ai revue."
"<en> I saw her again.","<fr> Je la vis de nouveau."
"<en> I saw him again.","<fr> Je l'ai revu."
"<en> I saw him do it.","<fr> Je l'ai vu le faire."
"<en> I saw him naked.","<fr> Je le vis nu."
"<en> I saw him naked.","<fr> Je l'ai vu nu."
"<en> I saw it coming.","<fr> Je l'ai pressenti."
"<en> I saw it happen.","<fr> J'ai vu ce qui s'est passé."
"<en> I saw something.","<fr> Je vis quelque chose."
"<en> I saw something.","<fr> J'ai vu quelque chose."
"<en> I saw the fight.","<fr> J'ai vu la bagarre."
"<en> I saw the movie.","<fr> Je vis le film."
"<en> I saw the movie.","<fr> J'ai vu le film."
"<en> I saw the video.","<fr> J'ai vu la vidéo."
"<en> I saw you there.","<fr> Je vous y ai vu."
"<en> I saw you there.","<fr> Je vous y ai vue."
"<en> I saw you there.","<fr> Je vous y ai vus."
"<en> I saw you there.","<fr> Je vous y ai vues."
"<en> I saw you there.","<fr> Je t'y ai vu."
"<en> I saw you there.","<fr> Je t'y ai vue."
"<en> I scored a goal.","<fr> J'ai marqué un but."
"<en> I see a giraffe.","<fr> Je vois une girafe."
"<en> I see a pattern.","<fr> Je vois un motif qui se répète."
"<en> I see his house.","<fr> Je vois sa maison."
"<en> I see something.","<fr> Je vois quelque chose."
"<en> I seldom go out.","<fr> Je sors rarement."
"<en> I sell diamonds.","<fr> Je vends des diamants."
"<en> I sent Tom home.","<fr> J'ai renvoyé Tom à la maison."
"<en> I shifted gears.","<fr> J'ai changé de vitesse."
"<en> I slept all day.","<fr> Je dormis tout le jour."
"<en> I slept all day.","<fr> J'ai dormi toute la journée."
"<en> I slept outside.","<fr> J'ai dormi dehors."
"<en> I slept soundly.","<fr> J'ai dormi profondément."
"<en> I slept soundly.","<fr> J'ai dormi à poings fermés."
"<en> I smell trouble.","<fr> Je sens les ennuis arriver."
"<en> I smelled bacon.","<fr> J'ai senti les poulets."
"<en> I still do that.","<fr> Je le fais toujours."
"<en> I still do that.","<fr> Je le fais encore."
"<en> I study English.","<fr> J'étudie l'anglais."
"<en> I take vitamins.","<fr> Je prends des vitamines."
"<en> I talked to Tom.","<fr> J'ai parlé avec Tom."
"<en> I talked to her.","<fr> Je lui parlai."
"<en> I talked to her.","<fr> Je lui ai parlé."
"<en> I taught French.","<fr> J'ai enseigné le français."
"<en> I think I agree.","<fr> Je pense être d'accord."
"<en> I think it's OK.","<fr> Je pense que ça va."
"<en> I think it's OK.","<fr> Je pense que c'est bon."
"<en> I think it's OK.","<fr> Je pense que ça colle."
"<en> I think so, too.","<fr> Je le pense aussi."
"<en> I tore my pants.","<fr> J'ai déchiré mon pantalon."
"<en> I totally agree.","<fr> Je suis totalement d'accord."
"<en> I totally agree.","<fr> Je suis entièrement d'accord."
"<en> I tried to help.","<fr> J'ai essayé d'aider."
"<en> I tried to hide.","<fr> J'ai essayé de me cacher."
"<en> I trust you all.","<fr> J'ai confiance en vous tous."
"<en> I turned it off.","<fr> Je l'ai éteint."
"<en> I turned it off.","<fr> Je l'ai éteinte."
"<en> I understand it.","<fr> Je le comprends."
"<en> I use this desk.","<fr> J'emploie ce bureau-ci."
"<en> I walked my dog.","<fr> J'ai promené mon chien."
"<en> I want a doctor.","<fr> Je veux un médecin."
"<en> I want a dollar.","<fr> Je veux un dollar."
"<en> I want a family.","<fr> Je veux une famille."
"<en> I want a friend.","<fr> Je veux un ami."
"<en> I want a lawyer.","<fr> Je veux un avocat."
"<en> I want a parrot.","<fr> Je veux un perroquet."
"<en> I want a refund.","<fr> Je veux un remboursement."
"<en> I want a refund.","<fr> Je veux me faire rembourser."
"<en> I want an apple.","<fr> Je veux une pomme."
"<en> I want children.","<fr> Je veux des enfants."
"<en> I want my mommy.","<fr> Je veux ma maman !"
"<en> I want my money.","<fr> Je veux mon argent."
"<en> I want my stuff.","<fr> Je veux mes trucs."
"<en> I want one, too.","<fr> J'en veux une aussi."
"<en> I want one, too.","<fr> J'en veux un aussi."
"<en> I want that bag.","<fr> Je veux ce sac."
"<en> I want that cat.","<fr> Je veux ce chat."
"<en> I want that job.","<fr> Je veux ce boulot."
"<en> I want that one.","<fr> Je veux celui-là."
"<en> I want that one.","<fr> Je veux celle-là."
"<en> I want the best.","<fr> Je veux le meilleur."
"<en> I want the same.","<fr> Je veux la même chose."
"<en> I want this bag.","<fr> Je veux ce sac."
"<en> I want this cat.","<fr> Je veux ce chat."
"<en> I want this dog.","<fr> Je veux ce chien."
"<en> I want this one.","<fr> Je veux celui-ci."
"<en> I want this one.","<fr> Je veux celle-ci."
"<en> I want to dance.","<fr> Je veux danser."
"<en> I want to do it.","<fr> Je veux le faire."
"<en> I want to dream.","<fr> Je veux rêver."
"<en> I want to drive.","<fr> Je veux conduire."
"<en> I want to fight.","<fr> Je veux combattre."
"<en> I want to fight.","<fr> Je veux me battre."
"<en> I want to sleep.","<fr> Je veux dormir."
"<en> I want to speak.","<fr> Je veux parler."
"<en> I want to watch.","<fr> Je veux regarder."
"<en> I want you back.","<fr> Je veux que tu sois revenu."
"<en> I want you back.","<fr> Je veux que tu sois revenue."
"<en> I want you back.","<fr> Je veux que vous soyez revenus."
"<en> I want you back.","<fr> Je veux que vous soyez revenues."
"<en> I want you back.","<fr> Je veux que vous soyez revenue."
"<en> I want you back.","<fr> Je veux que vous soyez revenu."
"<en> I want you gone.","<fr> Je veux que vous partiez."
"<en> I wanted to cry.","<fr> J'avais envie de pleurer."
"<en> I wanted to die.","<fr> Je voulais mourir."
"<en> I wanted to pay.","<fr> Je voulais payer."
"<en> I wanted to win.","<fr> Je voulais gagner."
"<en> I was a teacher.","<fr> J’étais professeur."
"<en> I was a teacher.","<fr> J'étais professeur."
"<en> I was a witness.","<fr> J'en ai été témoin."
"<en> I was acquitted.","<fr> J'ai été acquitté."
"<en> I was assaulted.","<fr> On m'a attaqué."
"<en> I was born here.","<fr> Je suis né ici."
"<en> I was born here.","<fr> Je suis née ici."
"<en> I was concerned.","<fr> J'étais préoccupé."
"<en> I was concerned.","<fr> J'étais préoccupée."
"<en> I was confident.","<fr> J'étais confiant."
"<en> I was confident.","<fr> J'étais confiante."
"<en> I was convicted.","<fr> J'ai été condamné."
"<en> I was convicted.","<fr> J'ai été condamnée."
"<en> I was disgusted.","<fr> J'étais dégoûté."
"<en> I was disgusted.","<fr> J'étais dégoûtée."
"<en> I was disgusted.","<fr> J'ai été dégoûté."
"<en> I was disgusted.","<fr> J'ai été dégoûtée."
"<en> I was dismissed.","<fr> J'ai été licencié."
"<en> I was dismissed.","<fr> On m'a licencié."
"<en> I was exhausted.","<fr> J'étais épuisé."
"<en> I was horrified.","<fr> J'ai été horrifié."
"<en> I was horrified.","<fr> J'ai été horrifiée."
"<en> I was horrified.","<fr> J'étais horrifié."
"<en> I was horrified.","<fr> J'étais horrifiée."
"<en> I was horrified.","<fr> Je fus horrifié."
"<en> I was horrified.","<fr> Je fus horrifiée."
"<en> I was impressed.","<fr> J'ai été impressionné."
"<en> I was impressed.","<fr> J'ai été impressionnée."
"<en> I was in a coma.","<fr> J'étais dans le coma."
"<en> I was in a rush.","<fr> J'étais pressée."
"<en> I was in charge.","<fr> C'était moi le responsable."
"<en> I was in charge.","<fr> C'était moi la responsable."
"<en> I was intrigued.","<fr> J’étais intrigué."
"<en> I was intrigued.","<fr> J’étais intriguée."
"<en> I was kidnapped.","<fr> J'ai été kidnappé."
"<en> I was kidnapped.","<fr> J'ai été kidnappée."
"<en> I was not drunk.","<fr> Je n’étais pas saoul."
"<en> I was on patrol.","<fr> J'étais en patrouille."
"<en> I was petrified.","<fr> J'étais pétrifié."
"<en> I was satisfied.","<fr> J'étais satisfait."
"<en> I was satisfied.","<fr> J'étais satisfaite."
"<en> I was sent home.","<fr> J'ai été renvoyé à la maison."
"<en> I was skeptical.","<fr> J'étais sceptique."
"<en> I was surprised.","<fr> Je fus surpris."
"<en> I was terrified.","<fr> J'étais terrifié."
"<en> I was too small.","<fr> J'étais trop petit."
"<en> I was too small.","<fr> J’étais trop petite."
"<en> I was very busy.","<fr> J'étais bien occupé."
"<en> I was wondering.","<fr> Je me demandais."
"<en> I was wondering.","<fr> Je me posais la question."
"<en> I wasn't asleep.","<fr> Je n'étais pas assoupi."
"<en> I wasn't asleep.","<fr> Je n'étais pas assoupie."
